,cat,nombre,estado,area_ha,interseccion_ha,interseccion_porc,region,lote_petrolero,empresa,pais
201,Comunidad Nativa,Nueva Creación,Titulada,14275.749489,14275.749489,100.0,Loreto,SM37-17,,Perú
202,Comunidad Nativa,Kitepampani,Titulada,14265.170673,14265.170673,100.0,Cusco,F42-19,REPSOL EXPLORATION PERÚ,Perú
203,Comunidad Nativa,Cashiriari,Titulada,14898.018636,14256.173654,95.69174266,Cusco,88,CNPC PERU S.A.,Perú
204,Comunidad Nativa,Pistón Benavides,Titulada,14197.282425,14197.282425,100.0,Loreto,SM24-17,YPF E & P PERÚ S.A.C.,Perú
205,Comunidad Nativa,Kashap,Titulada,14159.232158,14159.232158,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
206,Comunidad Nativa,Nuevo Paraíso,Titulada,14114.949441,14114.949441,100.0,Ucayali,SM05-17,,Perú
207,Comunidad Nativa,Bolognesi,Titulada,14051.322216,14051.322216,100.0,Loreto,SM36-17,,Perú
208,Comunidad Nativa,La Curva,Titulada,14027.386065,14027.386065,100.0,Loreto,SM31-17,,Perú
209,Comunidad Nativa,Nuevo Edén,Solicitud de Ampliación,26584.406418,13864.875523,52.15416626,Loreto,SM46-18,,Perú
210,Comunidad Nativa,Progreso de Nucuray,Titulada,13822.408791,13822.408791,100.0,Loreto,SM37-17,,Perú
211,Comunidad Nativa,Santa María,Titulada,13648.030312,13648.030312,100.0,Loreto,SM24-17,,Perú
212,Comunidad Nativa,Saniveni,Titulada,13559.020471,13559.020471,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
213,Comunidad Nativa,Nuevo Remanente,Titulada,13510.548711,13510.548711,100.0,Loreto,SM28-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
214,Comunidad Nativa,San José de Nueva Esperanza,Titulada,13481.872309,13481.872309,100.0,Loreto,SM42-17,PLUSPETROL NORTE S.A.,Perú
215,Comunidad Nativa,San Pedro del Estreno,Titulada,13428.819759,13428.819759,100.0,Loreto,SM37-17,,Perú
216,Comunidad Nativa,San Luis,Titulada,13362.984527,13362.984527,100.0,Ucayali,SM07-17,,Perú
217,Comunidad Nativa,Chayahuita,Titulada,13317.347172,13317.347172,100.0,Loreto,SM24-17,YPF E & P PERÚ S.A.C.,Perú
218,Comunidad Nativa,Nuevo Porvenir,Titulada,13248.873578,13248.873578,100.0,Loreto,SM50-18,PLUSPETROL NORTE S.A.,Perú
219,Comunidad Nativa,Santa Ana,Titulada,13993.525667,13083.406925,93.49614412,Ucayali,F37-18,,Perú
220,Comunidad Nativa,Shawit,Titulada,13045.656507,13045.656507,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
221,Comunidad Nativa,Centro Caparocia,Titulada,15892.90555,13003.472426,81.81935257,Junin,108,PLUSPETROL E&P S.A.,Perú
222,Comunidad Nativa,Alianza Cristiana,Titulada,12788.543452,12788.543452,100.0,Loreto,SM36-17,,Perú
223,Comunidad Nativa,Santa Isabel de Copal,Titulada,12770.545638,12770.545638,100.0,Loreto,SM22-17,,Perú
224,Comunidad Nativa,Pijuayal y Anexo Nuevo Zapotal,Titulada,12719.305533,12719.305533,100.0,Loreto,SM43-17,,Perú
225,Comunidad Nativa,Kusuim,Solicitud de Titulación,12768.93826,12692.743502,99.40328039,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
226,Comunidad Nativa,Santa Rosita de Shirintiari,Titulada,12662.907792,12662.907792,100.0,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
227,Comunidad Nativa,Kagkas,Titulada,12509.08604,12509.08604,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
228,Comunidad Nativa,Santa Elena del Patoyacu,Titulada,12383.73381,12383.73381,100.0,Loreto,SM40-17,PLUSPETROL NORTE S.A.,Perú
229,Comunidad Nativa,Puerto Industrial,Titulada,12210.609869,12210.609869,100.0,Loreto,SM31-17,,Perú
230,Comunidad Nativa,Checherta,Titulada,12206.117726,12206.117726,100.0,Loreto,SM50-18,,Perú
231,Comunidad Nativa,Puerto Ocopa,Titulada,12004.566803,12004.566803,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
232,Comunidad Nativa,Nuevo Mundo,Titulada,13935.940815,12002.862767,86.12882995,Cusco,F42-19,"PLUSPETROL PERU CORPORATION S.A., REPSOL EXPLORATION PERÚ",Perú
233,Comunidad Nativa,La Petrolera y Anexo Bellavista,Titulada,11989.902414,11989.902414,100.0,Loreto,SM43-17,,Perú
234,Comunidad Nativa,Nuevo Arica,Titulada,11963.47832,11963.47832,100.0,Loreto,SM33-17,,Perú
235,Comunidad Nativa,Andoas Viejo,Titulada,11838.527979,11838.527979,100.0,Loreto,SM50-18,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
236,Comunidad Nativa,Dapikat Kajekui,Titulada,21712.976553,11779.555547,54.251224,Amazonas,F02-17,,Perú
237,Comunidad Nativa,Sinchi Roca II,Titulada,21748.468078,11737.797153,53.97068479,Ucayali,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
238,Comunidad Nativa,Buena Vista,Titulada,11703.558283,11703.558283,100.0,Loreto,39,"PERENCO PERU PETROLEUM LIMITED, SUCURSAL DEL PERU",Perú
239,Comunidad Nativa,Nuevo Triunfo,Titulada,11662.448197,11662.448197,100.0,Loreto,SM38-17,,Perú
240,Comunidad Nativa,San Ramón,Titulada,11639.141095,11638.871372,99.99768262,Loreto,SM42-17,PLUSPETROL NORTE S.A.,Perú
241,Comunidad Nativa,Yampik,Titulada,11644.182369,11569.088827,99.3550982,Amazonas,F02-17,,Perú
242,Comunidad Nativa,Unión Puerto Ashaninka,Titulada,11443.383839,11443.383839,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
243,Comunidad Nativa,Las Malvinas,Titulada,13556.997619,11434.341133,84.34272436,Loreto,SM30-17,,Perú
244,Comunidad Nativa,Wisun,Titulada,11296.307077,11296.307077,100.0,Loreto,64,GEOPARK PERU S.A.C,Perú
245,Comunidad Nativa,Santa Elena,Titulada,11263.477509,11263.477509,100.0,Loreto,SM38-17,,Perú
246,Comunidad Nativa,Nuevo Tinajayo,Titulada,11258.444073,11258.444073,100.0,Loreto,SM32-17,,Perú
247,Comunidad Nativa,Santa Teresa,Titulada,11192.678757,11192.678757,100.0,Loreto,SM43-17,,Perú
248,Comunidad Nativa,San Fernando,Titulada,11150.46999,11150.46999,100.0,Loreto,SM37-17,,Perú
249,Comunidad Nativa,Napuruk,Titulada,11125.370249,11125.370253,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
250,Comunidad Nativa,Nueva Jerusalén,Titulada,11061.33872,11038.187422,99.79070076,San Martin,LVIII,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
251,Comunidad Nativa,Puerto Azul,Solicitud de Ampliación,32416.724894,11028.098042,34.01977861,Ucayali,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
252,Comunidad Nativa,Rubina,Titulada,10887.180179,10887.180179,100.0,Loreto,SM36-17,GEOPARK PERU S.A.C,Perú
253,Comunidad Nativa,Bobinsana,Titulada,10880.559398,10880.559398,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
254,Comunidad Nativa,Yarina Frontera Topal,Titulada,10838.334173,10838.334173,100.0,Loreto,SM51-19,,Perú
255,Comunidad Nativa,Dulce Gloria,Titulada,36239.638677,10825.148682,29.87101714,Ucayali,F01-17,,Perú
256,Comunidad Nativa,Huascayacu,Titulada,10796.93042,10796.93042,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
257,Comunidad Nativa,Paula Cocha,Titulada,10792.986597,10792.986597,100.0,Loreto,F21-17,,Perú
258,Comunidad Nativa,Mapalja,Titulada,10774.877398,10774.877398,100.0,Ucayali,F37-18,,Perú
259,Comunidad Nativa,Puerto Alegre,Titulada,10770.341575,10770.341575,100.0,Loreto,SM37-17,,Perú
260,Comunidad Nativa,Tunduza,Titulada,10730.514632,10730.514632,100.0,Amazonas,SM23-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
261,Comunidad Nativa,Nueva Cajamarca,Titulada,10702.507625,10702.507625,100.0,Loreto,SM34-17,,Perú
262,Comunidad Nativa,Wawik (Nuevo Belén),Titulada,10643.492298,10643.492298,100.0,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
263,Comunidad Nativa,San Juan de Abejaico,Titulada,10531.21947,10531.21947,100.0,Loreto,SM33-17,,Perú
264,Comunidad Nativa,Capahuariyacu,Titulada,10455.638918,10455.638918,100.0,Loreto,SM50-18,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
265,Comunidad Nativa,Loroyacu,Titulada,10451.429663,10451.429663,100.0,Loreto,F21-17,,Perú
266,Comunidad Nativa,Capitiri,Titulada,10451.844603,10369.206686,99.2093461,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
267,Comunidad Nativa,Cahuapanas,Titulada,10327.204495,10327.204495,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
268,Comunidad Nativa,Libertad de Choroyacu,Titulada,10303.551772,10303.551772,100.0,Loreto,SM30-17,,Perú
269,Comunidad Nativa,Centro Apinihua,Titulada,10300.770159,10300.770159,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
270,Comunidad Nativa,Huao,Titulada,10283.829561,10283.829547,99.99999986,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
271,Comunidad Nativa,Cocha Purahua,Titulada,10275.535824,10275.535824,100.0,Loreto,SM36-17,,Perú
272,Comunidad Nativa,Siete de Junio,Titulada,10267.050082,10255.868012,99.8910878,Pasco,107,PETROLIFERA PETROLEUM DEL PERU S.R.L.,Perú
273,Comunidad Nativa,San Cristobal,Titulada,10202.043968,10202.043968,100.0,Loreto,8,PLUSPETROL NORTE S.A.,Perú
274,Comunidad Nativa,Nueva Unión,Solicitud de Titulación,10156.795412,10156.795412,100.0,Ucayali,SM07-17,,Perú
275,Comunidad Nativa,Mapotoa,Titulada,10100.731427,10100.731427,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
276,Comunidad Nativa,Inkare,Solicitud de Ampliación,10014.979138,10014.979136,99.99999998,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
277,Comunidad Nativa,San Francisco de Cushireni,Titulada,9889.972411,9889.972412,100.0,Junin,F42-19,,Perú
278,Comunidad Nativa,Santa Clara del Yarinal,Titulada,9865.338414,9865.338414,100.0,Loreto,SM50-18,,Perú
279,Comunidad Nativa,Shevoja,Titulada,9851.026691,9851.026691,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
280,Comunidad Nativa,Inca Roca,Titulada,10995.395538,9843.805776,89.52661814,Loreto,F22-17,,Perú
281,Comunidad Nativa,Siete de Junio,Solicitud de Titulación,9699.385418,9699.385418,100.0,Loreto,SM37-17,,Perú
282,Comunidad Nativa,Nuevo San Francisco,Titulada,9693.110925,9693.110925,100.0,Loreto,SM37-17,,Perú
283,Comunidad Nativa,Unión Antonieta,Titulada,9630.768183,9630.768183,100.0,Loreto,SM36-17,,Perú
284,Comunidad Nativa,Santa Rosa,Solicitud de Titulación,9614.387986,9614.387986,100.0,San Martin,SM27-17,YPF E & P PERÚ S.A.C.,Perú
285,Comunidad Nativa,Nuevo Mambuyacu,Titulada,9604.564139,9604.564139,100.0,Loreto,SM32-17,,Perú
286,Comunidad Nativa,Sharahuaja,Titulada,9476.427593,9476.427593,100.0,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
287,Comunidad Nativa,Santa Martha,Titulada,9436.440711,9436.440711,100.0,Ucayali,SM05-17,,Perú
288,Comunidad Nativa,Puerto Rico,Titulada,18120.747858,9395.438809,51.84906761,Ucayali,F42-19,,Perú
289,Comunidad Nativa,Betania,Titulada,9387.426724,9384.784753,99.97185628,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
290,Comunidad Nativa,Puerto Elvira,Titulada,9340.622307,9340.622307,100.0,Loreto,F21-17,,Perú
291,Comunidad Nativa,Wee,Titulada,10280.648217,9302.557691,90.48610063,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
292,Comunidad Nativa,Huambracocha,Titulada,9276.138014,9276.138014,100.0,Loreto,SM26-17,,Perú
293,Comunidad Nativa,Tsekuntsa,Titulada,9248.09027,9248.09027,100.0,Loreto,SM50-18,GEOPARK PERU S.A.C,Perú
294,Comunidad Nativa,Nueva Unión,Titulada,10500.425225,9223.470319,87.8390172,Loreto,SM30-17,,Perú
295,Comunidad Nativa,Puerto Galileo Independencia Perú,Titulada,9176.652533,9176.652533,100.0,Loreto,SM36-17,,Perú
296,Comunidad Nativa,Sepahua,Solicitud de Ampliación,27182.590144,9153.221261,33.67310184,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
297,Comunidad Nativa,Capajeriato,Solicitud de Ampliación,9151.582695,9151.582684,99.99999988,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
298,Comunidad Nativa,Nuevo Triunfo,Titulada,9138.746747,9138.746747,100.0,Loreto,SM37-17,,Perú
299,Comunidad Nativa,Nuevo Saposoa,Titulada,9053.444778,9036.823868,99.81641342,Ucayali,SM47-18,,Perú
300,Comunidad Nativa,Betel,Titulada,9036.288683,9036.288683,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
301,Comunidad Nativa,Chamiriari,Titulada,9008.813346,9008.813346,100.0,Ucayali,108,PLUSPETROL E&P S.A.,Perú
302,Comunidad Nativa,San Emiliano de Cachingarani,Titulada,8919.320947,8919.320947,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
303,Comunidad Nativa,Atahualpa,Titulada,8908.850883,8908.850883,100.0,Loreto,SM20-17,,Perú
304,Comunidad Nativa,Colonia Caco,Titulada,8885.609699,8885.609699,100.0,Ucayali,SM07-17,,Perú
305,Comunidad Nativa,Santa Clara,Titulada,8882.222977,8882.222977,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
306,Comunidad Nativa,Nuevo Santa Clara,Titulada,8876.522373,8876.522373,100.0,Loreto,SM38-17,,Perú
307,Comunidad Nativa,Pucalpillo,Titulada,8829.865384,8829.865384,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
308,Comunidad Nativa,Camunguy,Titulada,12733.10326,8823.877542,69.29871974,Loreto,F21-17,,Perú
309,Comunidad Nativa,Sunullacta,Titulada,8826.46387,8796.957222,99.6657025,Loreto,F21-17,,Perú
310,Comunidad Nativa,Utucuro,Titulada,8776.048154,8776.048154,100.0,Ucayali,SM07-17,,Perú
311,Comunidad Nativa,Quimpichari,Titulada,9653.179705,8759.333534,90.74039645,Pasco,LXIII,PLUSPETROL E&P S.A.,Perú
312,Comunidad Nativa,Copalillo,Titulada,8758.710197,8758.710197,100.0,Loreto,SM33-17,,Perú
313,Comunidad Nativa,Monterrico,Titulada,12113.492896,8751.260923,72.24391014,Loreto,F21-17,,Perú
314,Comunidad Nativa,Impamequiari,Titulada,8849.276989,8730.336571,98.65593067,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
315,Comunidad Nativa,Aipena,Titulada,8725.487147,8725.487147,100.0,Loreto,SM51-19,,Perú
316,Comunidad Nativa,Caco Macaya,Titulada,8705.0359,8705.0359,100.0,Ucayali,SM07-17,,Perú
317,Comunidad Nativa,Santa Carmela,Titulada,8613.134995,8613.134995,100.0,Loreto,SM43-17,,Perú
318,Comunidad Nativa,Numpatkaim,Titulada,8630.306098,8587.691359,99.50621984,Amazonas,F02-17,,Perú
319,Comunidad Nativa,Inayuam,Titulada,8537.989409,8537.989409,100.0,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
320,Comunidad Nativa,Cafetal,Titulada,8525.768905,8525.768905,100.0,Loreto,SM43-17,,Perú
321,Comunidad Nativa,San Francisco Anexo Pijuayal,Titulada,8522.929187,8522.929187,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
322,Comunidad Nativa,Quemarija,Titulada,8488.099217,8488.099217,100.0,Junin,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
323,Comunidad Nativa,Shapajal,Solicitud de Titulación,8439.442394,8439.442394,100.0,Loreto,SM24-17,,Perú
324,Comunidad Nativa,Nuevo San Martín,Titulada,8369.582223,8369.58221,99.99999984,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
325,Comunidad Nativa,Centro Pucaní,Titulada,8343.787883,8343.787883,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
326,Comunidad Nativa,Santa Rosa de Dinamarca,Titulada,8279.272949,8279.272949,100.0,Ucayali,SM05-17,,Perú
327,Comunidad Nativa,Poyentimari,Titulada,16161.015558,8279.239986,51.22970123,Cusco,58,CNPC PERU S.A.,Perú
328,Comunidad Nativa,San Juan de Palometayacu y Anexo Junín,Titulada,8238.423966,8237.101451,99.98394699,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
329,Comunidad Nativa,Punchana Anexo Santa Rosa,Titulada,8186.284209,8186.284209,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
330,Comunidad Nativa,El Cerro,Titulada,9468.513582,8142.886398,85.99962737,Loreto,SM30-17,,Perú
331,Comunidad Nativa,La Tuna,Titulada,8102.440772,8102.440772,100.0,Amazonas,F02-17,,Perú
332,Comunidad Nativa,Uwintsa y Anexo Tsuvatentsa,Titulada,8041.001594,8041.001594,100.0,Loreto,64,GEOPARK PERU S.A.C,Perú
333,Comunidad Nativa,Nueva Victoria,Titulada,8034.001746,8034.001746,100.0,Ucayali,F01-17,,Perú
334,Comunidad Nativa,Shintuya,Titulada,7979.060855,7979.060855,100.0,Madre de Dios,SM53-19,,Perú
335,Comunidad Nativa,Soplín,Titulada,7975.718541,7975.718541,100.0,Loreto,SM36-17,,Perú
336,Comunidad Nativa,Nueva Unión,Titulada,7973.229905,7973.229905,100.0,Loreto,SM50-18,PLUSPETROL NORTE S.A.,Perú
337,Comunidad Nativa,San Pedro,Titulada,7968.517386,7968.517386,100.0,Pasco,LXIII,REPSOL EXPLORACIÓN S.A.,Perú
338,Comunidad Nativa,Shaim,Titulada,18731.171821,7947.506949,42.42930995,Amazonas,F02-17,,Perú
339,Comunidad Nativa,Cuchara,Titulada,7870.613522,7870.613522,100.0,Loreto,SM50-18,PLUSPETROL NORTE S.A.,Perú
340,Comunidad Nativa,Montevideo,Titulada,7905.059556,7866.326323,99.51001972,Loreto,SM51-19,,Perú
341,Comunidad Nativa,San Carlos,Titulada,7855.243101,7855.243101,100.0,Loreto,SM38-17,,Perú
342,Comunidad Nativa,Ojeayo,Titulada,7852.1416,7852.1416,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
343,Comunidad Nativa,Limón Cocha,Titulada,7842.555291,7842.555291,100.0,Loreto,SM26-17,,Perú
344,Comunidad Nativa,Mangual,Titulada,7832.096658,7832.096658,100.0,Loreto,SM22-17,,Perú
345,Comunidad Nativa,Shipiru,Titulada,7831.006962,7831.006962,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
346,Comunidad Nativa,Nueva Valencia,Titulada,7766.422349,7766.422349,100.0,Loreto,SM42-17,PLUSPETROL NORTE S.A.,Perú
347,Comunidad Nativa,Anapate,Titulada,8218.644302,7718.68352,93.91674875,Junin,F42-19,,Perú
348,Comunidad Nativa,Nueva Claridad de Bambu,Titulada,7751.882142,7646.775518,98.64411478,Ucayali,SM07-17,,Perú
349,Comunidad Nativa,Monte Sión de Sheshea,Solicitud de Titulación,7626.065096,7626.065096,100.0,Ucayali,SM07-17,,Perú
350,Comunidad Nativa,Buenos Aires,Titulada,7611.113351,7611.113351,100.0,Ucayali,SM05-17,,Perú
351,Comunidad Nativa,Bobinsana,Solicitud de Ampliación,7589.659576,7589.659576,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
352,Comunidad Nativa,Centro Kiteriaro,Solicitud de Titulación,15878.031712,7588.111359,47.79000002,Ucayali,108,PLUSPETROL E&P S.A.,Perú
353,Comunidad Nativa,Soledad,Titulada,7559.916497,7559.916497,100.0,Loreto,F21-17,,Perú
354,Comunidad Nativa,El Piñal,Solicitud de Titulación,7557.012378,7557.012378,100.0,San Martin,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
355,Comunidad Nativa,Miaria,Titulada,24920.672849,7544.971976,30.27595612,Cusco,F42-19,,Perú
356,Comunidad Nativa,Patria Nueva de Mediación Callería,Titulada,7514.600704,7514.600703,99.99999999,Ucayali,SM04-17,,Perú
357,Comunidad Nativa,San Marcos,Titulada,7448.747374,7448.747374,100.0,Loreto,SM33-17,,Perú
358,Comunidad Nativa,Onconashari,Titulada,7506.265733,7446.030477,99.19753366,Ucayali,LXVII,HUNT OIL COMPANY OF PERÚ,Perú
359,Comunidad Nativa,Bajo Naranjillo,Titulada,7414.463209,7414.463209,100.0,San Martin,LVIII,YPF E & P PERÚ S.A.C.,Perú
360,Comunidad Nativa,Caimito,Titulada,7405.156339,7405.156339,100.0,Ucayali,SM05-17,,Perú
361,Comunidad Nativa,Sabaloyacu,Titulada,7449.054599,7394.744216,99.27090905,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
362,Comunidad Nativa,Nueva Alianza de Sheshea,Titulada,7380.882327,7380.882327,100.0,Ucayali,SM07-17,,Perú
363,Comunidad Nativa,Santa Martha,Titulada,7376.641697,7376.641697,100.0,Loreto,SM43-17,,Perú
364,Comunidad Nativa,Nueva Buena Vista,Titulada,9180.958762,7368.679624,80.26045879,Loreto,95,GRAN TIERRA ENERGY PERU S.R.L.,Perú
365,Comunidad Nativa,28 de Julio,Titulada,8292.334845,7362.16655,88.78279384,Loreto,SM30-17,,Perú
366,Comunidad Nativa,Rumituni,Titulada,7277.126097,7277.126097,100.0,Loreto,F21-17,,Perú
367,Comunidad Nativa,Túpac Amaru,Titulada,7324.938576,7231.370731,98.72261256,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
368,Comunidad Nativa,Nueva Esperanza,Titulada,7187.088817,7187.088817,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
369,Comunidad Nativa,Villa Alegre de Quirishari,Titulada,7151.620412,7151.620412,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
370,Comunidad Nativa,Wawaim,Titulada,7128.028943,7128.028947,100.0000001,Amazonas,116,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
371,Comunidad Nativa,Tahuanty,Titulada,7116.930485,7116.930485,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
372,Comunidad Nativa,Sheyamashya,Titulada,7871.960645,7074.462189,89.86912547,Ucayali,LXVII,HUNT OIL COMPAÑY OF PERÚ,Perú
373,Comunidad Nativa,Toniromashe,Titulada,12276.636282,7059.786841,57.50587277,Ucayali,LXVI,HUNT OIL COMPAÑY OF PERÚ,Perú
374,Comunidad Nativa,Tuyankuwas (Sijiak),Titulada,87243.31043,7054.750583,8.086294007,Amazonas,F02-17,,Perú
375,Comunidad Nativa,Ojeayo,Solicitud de Ampliación,7036.956255,7036.956255,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
376,Comunidad Nativa,Piitug,Titulada,7022.108487,7022.108487,100.0,Amazonas,F02-17,,Perú
377,Comunidad Nativa,Nueva Unión,Titulada,7007.649975,7007.649975,100.0,Loreto,SM43-17,,Perú
378,Comunidad Nativa,Matzuriniari,Titulada,6973.211937,6973.211937,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
379,Comunidad Nativa,Alto Pajakus,Titulada,6916.756626,6916.756626,100.0,Amazonas,SM23-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
380,Comunidad Nativa,Shimoyani-Kokari,Titulada,6893.718515,6893.718515,100.0,Pasco,108,PLUSPETROL E&P S.A.,Perú
381,Comunidad Nativa,Libertad,Titulada,6995.363851,6893.515364,98.54405733,Loreto,LXIX,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU, YPF E & P PERÚ S.A.C.",Perú
382,Comunidad Nativa,San Andrés,Titulada,6881.510486,6881.510486,100.0,Loreto,SM38-17,,Perú
383,Comunidad Nativa,Paratoshari,Titulada,6818.790842,6818.790842,100.0,Junin,108,PLUSPETROL E&P S.A.,Perú
384,Comunidad Nativa,Katira,Titulada,6720.269616,6720.269616,100.0,Loreto,64,GEOPARK PERU S.A.C,Perú
385,Comunidad Nativa,6 de Julio,Titulada,6696.182316,6696.182316,100.0,Loreto,SM37-17,,Perú
386,Comunidad Nativa,Cayamas,Titulada,7220.950128,6694.658832,92.711606,Amazonas,F02-17,PACIFIC STRATUS ENERGY DEL PERU S.A.,Perú
387,Comunidad Nativa,Enoc Flor de un Día,Titulada,6682.839677,6682.839677,100.0,Pasco,LXIII,"PETROLIFERA PETROLEUM DEL PERU S.R.L., REPSOL EXPLORACIÓN S.A.",Perú
388,Comunidad Nativa,Antioquia,Titulada,6682.109675,6682.109675,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
389,Comunidad Nativa,Centro Pucaní,Solicitud de Ampliación,6679.414202,6679.414202,100.0,Ucayali,LXVIII,HUNT OIL COMPANY OF PERÚ,Perú
390,Comunidad Nativa,Camantavishi,Titulada,14483.543833,6669.061552,46.04578568,Junin,108,PLUSPETROL E&P S.A.,Perú
391,Comunidad Nativa,Encanto Suica Caño,Titulada,6667.831782,6667.831782,100.0,Loreto,SM51-19,,Perú
392,Comunidad Nativa,Santa Martha,Titulada,6652.610128,6652.610128,100.0,Loreto,103,"REPSOL EXPLORACION PERU, SUCURSAL DEL PERU",Perú
393,Comunidad Nativa,Bellavista,Titulada,6640.959475,6640.959475,100.0,Loreto,LXIX,YPF E & P PERÚ S.A.C.,Perú
