,codigo,cat,nombre,ubicacion,area_ha,interseccion_ha,interseccion_porc,lote_petrolero,empresa,pais
85,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,GUAVIARE,317.456702,317.456702,100.0,RESERVADA ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
86,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,280.968357,280.968357,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
87,,Reserva Forestal (Ley2a. de 1959),B,CAQUETA,228.035238,228.035238,100.0,"DISPONIBLE ON, LOS PICACHOS, RESERVADA ON","AGENCIA NACIONAL DE HIDROCARBUROS, HUPECOL OPERATING CO LLC",Colombia
88,,Parque Nacional Natural,Sierra de la Macarena,META,620414.976478,204.559221,0.03297135446,CPO 16,HOCOL S.A.,Colombia
89,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,"GUAINIA, VICHADA",200.844346,200.844346,100.0,CPE-8,TALISMAN COLOMBIA OIL & GAS LTD,Colombia
90,,Reserva Forestal (Ley2a. de 1959),A,VICHADA,173.679258,173.679258,100.0,CPE-8,TALISMAN COLOMBIA OIL & GAS LTD,Colombia
91,,Reserva Forestal (Ley2a. de 1959),B,CAQUETA,151.90256,151.90256,100.0,DISPONIBLE ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
92,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,12292.745401,133.643345,1.08717248,PUT 14,AMERISUR EXPLORACION COLOMBIA LIMITED,Colombia
93,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,113.104868,113.104868,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
94,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,GUAVIARE,58.649948,58.649948,100.0,RESERVADA ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
95,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,55.538006,55.538006,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
96,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,54.051316,54.051316,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
97,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,39.269202,39.269202,100.0,DISPONIBLE ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
98,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,CAQUETA,35.52043,35.52043,100.0,NOGAL,EMERALD ENERGY PLC,Colombia
99,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,GUAVIARE,31.015767,31.015767,100.0,RESERVADA ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
100,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,28.375481,28.375481,100.0,ORITO,ECOPETROL S.A.,Colombia
101,,Reserva Forestal (Ley2a. de 1959),ÁREAS CON PREVIA DECISIÓN DE ORDENAMIENTO,GUAVIARE,26.074536,26.074536,100.0,RESERVADA ON,AGENCIA NACIONAL DE HIDROCARBUROS,Colombia
102,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,14.442324,14.442324,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
103,,Reserva Forestal (Ley2a. de 1959),B,CAQUETA,13.356613,13.356613,100.0,CAG 5,EMERALD ENERGY PLC,Colombia
104,,Reserva Forestal (Ley2a. de 1959),B,PUTUMAYO,8.906473,8.906473,100.0,PUT 1,GRAN TIERRA ENERGY COLOMBIA LLC,Colombia
